kanji,strokes,grade,freq,jlpt,meanings,readings_on,readings_kun
裋,12,13,0,0,Cotton Clothes Of A Boy Servant,"しゅ, たん",したぎ
裌,12,13,0,0,Lined Garment,"こう, きょう",あわせ
裍,12,13,0,0,Border Or Band On The Edge Of A Dress,こん,なる
裎,12,13,0,0,"To Take Off The Clothes And Expose The Body, To Carry In The Girdle","てい, ちょう, じょう",はだか
裑,12,13,0,0,,しん,みごろ
裒,13,13,0,0,"Collect, Gather, Assemble, Praise",ほう,ほ.める
裓,12,13,0,0,,"こく, かい, かつ, けち","すそ, いしだたみ"
裛,13,13,0,0,"To Wrap And Bind, Damp, Book Bag","おう, よう, ゆう",ふくろ
裞,12,13,0,0,,"せい, たい, えい",
裧,13,13,0,0,,"せん, たん",たれぎぬ
裯,13,13,0,0,"Coverlet, Bedspread","ちゅう, じゅ, とう",はだぎ
裰,13,13,0,0,To Mend Clothes,"たつ, たち",つくろう
裱,13,13,0,0,"To Mount Maps Or Scrolls, To Paste",ひょう,ひれ
裵,14,13,0,0,"Surname, Look Of A Flowing Gown","はい, ひ, べ",たちもとお.る
裷,13,13,0,0,,"えん, おん, けん, こん",ずきん
褁,14,13,0,0,,"せき, しゃく",ふくろ
褆,14,13,0,0,,"し, てい, だい",
褍,14,13,0,0,,"たん, た, とん",みごろ
褎,15,13,0,0,"Sleeve, Ample Flowing Robes","しゅう, じゅ, ゆう, ゆ","そで, たもと"
褏,14,13,0,0,"Sleeve, Ample Flowing Robes","しゅう, じゅ, ゆう, ゆ","そで, たもと"
褕,14,13,0,0,Shirt,"ゆ, よう, とう, ず",はねかざり
褖,14,13,0,0,,たん,ころも
褘,14,13,0,0,Ceremonial Gowns Of A Queen,"い, きく, き",ひざかけ
褙,14,13,0,0,Paper Or Cloth Pasted Together,はい,はだぎ
褚,14,13,0,0,"Bag, Valise, Stuff, Pad, Surname","ちょ, しゃ",わたいれ
褜,14,13,0,0,,ほう,えな
褠,15,13,0,0,,"こう, く","ひとえ, ひとえのつつそでうでぬき, あわせ"
褦,15,13,0,0,"Stupid, Dull, Ignorant, Doltish","だい, ない",ひがさ
褧,16,13,0,0,"Unlined Clothes, Light Overcoat","けい, きょう",ひとえ
褨,15,13,0,0,,"さ, じゃ",
褰,16,13,0,0,,"けん, こん",はかま
褱,16,13,0,0,"To Carry In The Bosom Or The Sleeve, To Wrap, To Conceal","かい, え","ふところ, なつ.かしい, なつ.かしむ, なつ.く, なつ.ける, いだ.く, おも.う"
褲,15,13,0,0,"Trousers, Pants",こ,ずぼん
褵,16,13,0,0,Bridal Veil,り,"おび, きんちやく"
褹,16,13,0,0,,"げい, ない, なち, ね",ぬのこ
褺,17,13,0,0,"Dirty, Ragged, Undress, To Treat With Irreverence","ちょう, じょう",かさねごろも
褾,16,13,0,0,,ひょう,そでくち
襀,16,13,0,0,"Pleat, Fold, Tuck, Crease","せき, しゃく",ひだ
襂,16,13,0,0,,"しん, さん, せん",ひとえ
襅,17,13,0,0,,,ちはや
襆,17,13,0,0,Hood Or Cowl,"ほく, ぼく",もすそ
襉,17,13,0,0,,"かん, けん",すそのひだ
襏,17,13,0,0,Raincoat,"はつ, はち, ふつ, ふち",あらぬの
襒,17,13,0,0,,"へつ, べち",ころも
襗,18,13,0,0,,"たく, じゃく, えき, やく",したばかま
襚,18,13,0,0,Grave Clothes,すい,
襛,18,13,0,0,Fine Clothes,"じょう, にゅ, じゅう",あつ.い
襜,18,13,0,0,"Flutter, Shaking Or Vibrating","せん, たん",まえか.け
襡,18,13,0,0,Short Coat,"しょく, ぞく, たく, しゅ, じゅ",ながじゅばん
襢,18,13,0,0,"Strip, Lay Bare, Bared, Naked","たん, せん, ちん",はだぬぎ
襣,19,13,0,0,,ひ,ふんどし
襫,20,13,0,0,Raincoat,"せき, しゃく",
襮,20,13,0,0,"Collar, To Expose","はく, ほく",えり
襰,21,13,0,0,,らい,"お.ちる, やぶ.れる"
襳,22,13,0,0,,"せん, しん, さん",したぎ
襵,23,13,0,0,Pleat In A Skirt,"しょう, ちょう","ひだ, たた.む, ぬ.う, ぬいめ, ま.く"
襺,24,13,0,0,,けん,わたいれ
襻,24,13,0,0,"Loop, Belt Or Band",はん,つけひも
襼,24,13,0,0,'kimono' Sleeve,げい,そで
襽,26,13,0,0,,"らん, りん",
覉,19,13,0,0,,"き, は","おもが.い, たづな, たび, つな.ぐ"
覍,10,13,0,0,,へん,
覐,11,13,0,0,"A Sleep, To Realize, To Feel",かく,"おぼ.える, さ.ます, さ.める, さと.る"
覔,11,13,0,0,"To Search For, To Look After","べき, えき, みゃく",もと.める
覕,12,13,0,0,,"めち, ひん, へつ",
覛,13,13,0,0,,"べき, びき, みゃく, ばく",み.る
覜,13,13,0,0,Mission,ちょう,み.る
覟,14,13,0,0,,し,み.る
覠,14,13,0,0,,"きん, こん",み.る
覥,15,13,0,0,Ashamed,てん,はじ.る
覰,18,13,0,0,"To Spy, To Watch For","そ, しょ, きょ, しゅ, す","うかが.う, み.る, あら.い"
覴,19,13,0,0,,"とう, ちょう",み.つめる
覵,19,13,0,0,"Steal Look, Peep At, Spy On","かん, けん, へん, えん","みる, うかが.う, まぜる"
覶,19,13,0,0,"To Look About, Order, Sequence, Complicated Thought Which Is Not Easy To Express","ら, らん, れん",み.る
覷,19,13,0,0,"Peep At, Watch, Spy On","そ, しょ, きょ, しゅ, す","うかが.う, み.る, あら.い"
覼,21,13,0,0,Explain In Detail,"ら, らん, れん",み.る
觔,9,13,0,0,Catty,きん,すじ
觕,11,13,0,0,"Coarse, Rough, Rude","そ, そう, じょう",あら.い
觖,11,13,0,0,"To Long For, Dissatisfied, To Criticize","けつ, けち, き, けい",か.ける
觗,11,13,0,0,,し,さかずき
觘,11,13,0,0,,"そう, しょう",つのさじ
觥,13,13,0,0,"Cup Made Of Horn, Obstinate",こう,つのさかずき
觩,14,13,0,0,Strong,"きゅう, く",ま.がる
觫,14,13,0,0,"To Start, Tremble With Fear",そく,
觭,15,13,0,0,One Turning Up And One Turning Down,き,かたむ.く
觱,16,13,0,0,"Tartar Horn, Chilly Wind","ひつ, ひち, うつ, うち",ひちりき
觳,17,13,0,0,"An Ancient Measure, Goblet, Mean, Frightened","こく, かく",
觶,19,13,0,0,Wine Goblet Made From Horn,し,さかずき
觹,19,13,0,0,,"けい, え, すい, き","くじり, つのぎり"
觽,22,13,0,0,,"けい, え, すい, き","くじり, つのぎり"
觿,25,13,0,0,"Bodkin Made Of Ivory, Horn","けい, え, すい, き","くじり, つのぎり"
訄,9,13,0,0,,"きゅう, く, こう, どう, のう",
訅,9,13,0,0,,"きゅう, く","やす.んずる, はか.る"
訇,9,13,0,0,The Sound Of A Crash,"こう, けん, きん",
訏,10,13,0,0,"Boast, Exaggerate, Great, Broad","く, こ",いつわ.る
訑,10,13,0,0,"Deceive, Cheat, Arrogant","し, い, た, たん",
訒,10,13,0,0,"Hesitate Say, Be Reluctant Speak","じん, にん",なや.む
訔,10,13,0,0,,"ぎん, ごん",かた.る
訕,10,13,0,0,"Abuse, Slander, Vilify, Ridicule","さん, せん",そし.る
訞,10,13,0,0,,よう,"わざわ.い, あやしいことば"
訠,11,13,0,0,"Much More, Still More, The Gums",しん,"いわ.んや, は.ぐ, はぎ"
訢,11,13,0,0,"Pleased, Delighted, Happy","きん, こん, き",よろこ.ぶ
訤,11,13,0,0,,"こん, だ, こう",
訦,11,13,0,0,"Sincere, Faithful",しん,まこと
訫,11,13,0,0,,しん,
訬,11,13,0,0,"Clamour, Uproar, Annoyance","そう, しょう, みょう",みだ.れる
訯,11,13,0,0,,"さ, せ",しゃべ.る
訵,12,13,0,0,,ち,"ひそかにうかがい.しる, ひそかに.しる"
訷,12,13,0,0,,しん,とく
訽,12,13,0,0,Blame,"こう, く","ののし.る, はじ, はずかし.める"
訾,12,13,0,0,"Bad-mouth, Criticize, Defects","し, せい, さい, そ","つとめない, そし.る"
詀,12,13,0,0,"Garrulous, To Whisper, To Joke","たん, てん, せん",
詃,12,13,0,0,,けん,"いざな.う, いつわ.る"
詅,12,13,0,0,To Sell,"れい, りょう",てら.う
詇,12,13,0,0,,"よう, おうう, えい","さとい, つ.げる, とう, こえ"
詉,12,13,0,0,,"どう, ひょう, だ, な, ど, ぬ","かまびす.しい, わるくい.う"
詍,12,13,0,0,,"えい, せつ, せち","しゃべ.る, たの.しむ"
詎,12,13,0,0,Interjection Used To Express Surprise,"きょ, ご",なんぞ
詓,12,13,0,0,,"きょ, こ",こえ
詖,12,13,0,0,"Argue, Biased, One-sided","ひ, は",かたよ.る
詗,12,13,0,0,"To Spy Upon, To Give Information, Shrewd","きょう, ちょう, けい",さぐ.る
詘,12,13,0,0,"Bend, Stoop, Crouch, To Yield","くつ, くち, ちゅつ, ちゅち, とつ",つ.まる
詜,12,13,0,0,,とう,みだ.れる
詝,12,13,0,0,,ちょ,さとい
詡,13,13,0,0,"Boast, Brag, Popular, Well Known, To Flatter",く,ほこ.る
詥,13,13,0,0,,こう,"やわら.ぐ, かな.う, あつまりいう"
詧,13,13,0,0,"To Examine Into Judicially, To Find Out","さつ, さち, せつ, せち","みる, あきらか.にする"
詵,13,13,0,0,"Inquire, Question, Numerous","しん, せん",と.る
詶,13,13,0,0,,"しゅう, じゅ",のろ.う
詷,13,13,0,0,,"とう, ず",おなじ
詹,13,13,0,0,"Surname, Talk Too Much, Verbose","せん, たん",
詺,13,13,0,0,,"べい, びい, みょう",なづ.ける
詻,13,13,0,0,Orders,"がく, ぎゃく, りゃく, らく",いいあらそ.う
詾,13,13,0,0,"Noisily, Uproarious, Troublesome","きょう, く","うった.える, いいたて.る, み.ちる, おど.す"
詿,13,13,0,0,"Error, Mistake, Deceive, Mislead","かい, け, か",あやま.る
誀,13,13,0,0,,"じ, に, ち","さそう, はじ"
誃,13,13,0,0,Part,"し, ち, い",わか.れる
誆,13,13,0,0,"Cheat, Swindle, Lie","きょう, ごう",いつわり
誋,14,13,0,0,,"き, こう",いまし.める
誏,14,13,0,0,,ろう,
誐,14,13,0,0,,"が, よい","よいことば, くちずさむ"
誒,14,13,0,0,An Exclamation Of Confirmation,"き, かい, あい, い",あ
誖,14,13,0,0,"Obstinate, Disorderly, Perverse","ほつ, ぼち, ふつ, ふち",みだ.す
誗,14,13,0,0,,てん,ことばがうるわしい
誙,14,13,0,0,,"こう, ぎょう, けい",あら.い
誟,14,13,0,0,,こう,
誧,14,13,0,0,"Huge, To Admonish","ほ, ふ",
誩,14,13,0,0,"To Quarrel, To Wrangle","けい, きょう, ごう, たん, とん",あらそいいう
誮,15,13,0,0,,か,やさ.しい
誯,15,13,0,0,,しょう,とな.える
誳,15,13,0,0,,"くつ, こち","つ.まる, ま.がる, ま.げる"
誶,15,13,0,0,"Speak Ill Of, Vilify, Berate, Interrogate","すい, さい, しゅつ","せ.める, ののし.る"
誷,15,13,0,0,,"ぼう, もう",しい.る
誻,15,13,0,0,,とう,そし.る
誾,15,13,0,0,"Speak Gently, Respectful","ぎん, ごん",
諃,15,13,0,0,,ちん,よくいう
諆,15,13,0,0,To Cheat,き,あざむ.く
諈,15,13,0,0,,"すい, に, ち",かこつ.ける
諉,15,13,0,0,"Pass Buck, Lay Blame On Others","ずい, に, い",わずら.わす
諊,15,13,0,0,To Male A Judicial Investigation,"きく, こく",しらべ.る
諑,15,13,0,0,"Slander, Gossip, Rumors",たく,うったえ
諓,15,13,0,0,,"せん, えん",よくいう
諔,15,13,0,0,,"しゅく, せき, じゃく",いつわ.る
諕,15,13,0,0,To Intimidate,"こう, か, て",さけ.ぶ
諗,15,13,0,0,"Consult Carefully With, Counsel","しん, じょう, にょう",いさ.める
諝,16,13,0,0,"Knowledge, Discrimination, Treachery",しょ,さとい
諟,16,13,0,0,"To Examine, To Consider, Honest","し, てい, たい",ただ.す
諬,16,13,0,0,"To Open, To Begin, To Explain, To Inform, Letter",けい,"ひら.く, さと.す"
諰,16,13,0,0,,"し, さい, しゃ, あい",おも.う
諴,16,13,0,0,"In Harmony, In Agreement","かん, げん, こん",やわ.らぐ
諵,16,13,0,0,Mutter,"なん, だん, ねん",
諶,16,13,0,0,"Sincere, Faithful, Surname",しん,まこと
諼,16,13,0,0,"Forget, Lie, Cheat, Deceive",けん,"かまびす.しい, わす.れる, いつわ.る"
諿,16,13,0,0,,"しゅう, しょ",やわ.らぐ
謅,17,13,0,0,"Play With Words, Quip, Talk Nonsense","そう, しょう, しゅう, しゅ",もてあそ.ぶ
謆,17,13,0,0,"Beguile, Cajole",せん,まど.わす
謋,17,13,0,0,,"かく, けき, きゃく, とく, けつ",
謑,17,13,0,0,"Shame, Disgrace","けい, か, け",はじ
謜,17,13,0,0,,"げん, がん, せん",
謞,17,13,0,0,,"かく, こう, きょう",
謟,17,13,0,0,"Flatter, Suspect, Be Uncertain, Doubt",とう,うたが.う
謊,17,13,0,0,Lie,こう,いつわ.る
謭,18,13,0,0,"Shallow, Stupid","せい, せん",あさ.い
謰,18,13,0,0,,れん,おしゃべり
謷,18,13,0,0,"Slander, To Revile, Huge, Big","ぎょう, ごう, ぎゅう, く",やかま.しい
謼,18,13,0,0,"To Shout, To Mourn, To Invoke","こ, く, こう, きょう",よ.ぶ
譂,19,13,0,0,,せん,いつわ.る
譃,19,13,0,0,,く,"いつわ.る, うそ"
譄,19,13,0,0,,そう,しい.る
譅,19,13,0,0,Wriggling,"しゅう, どう, のう",
譆,19,13,0,0,Scream,"き, い",ああ
譈,19,13,0,0,Dislike,"たい, ずい",うら.む
譒,19,13,0,0,,は,しく
譓,19,13,0,0,,"けい, え",かしこ.い
譔,19,13,0,0,"Eulogize, Compose, Write",せん,おし.える
譙,19,13,0,0,"Tower, Surname","しょう, すい",しか.る
譍,20,13,0,0,Answer,"よう, おう",こた.える
譞,20,13,0,0,,けん,"さかしい, ちえ, おおくものいう"
譣,20,13,0,0,,"せん, けん",とう
譭,20,13,0,0,"To Slander, To Defame",き,
譶,21,13,0,0,,"とう, ちゅう, じゅ",はやくち
譸,21,13,0,0,"Deceive, Cheat, Hurried, Bustling","ちゅう, ちゅ, じゅ",のろ.う
譹,21,13,0,0,"To Shout, Roar, Terrify, Swiftly",こう,"さけ.ぶ, たぶら.かす"
譼,21,13,0,0,"To Supervise, To Confine A Government Establishment",かん,
譾,22,13,0,0,"Shallow, Stupid","せい, せん",あさ.い
讁,22,13,0,0,"Punish, Fault, Blame","たく, ちゃく","せ.める, とが.める"
讄,22,13,0,0,,"る, い",いのる
讅,22,13,0,0,Know In Detail,しん,つまび.らか
讋,23,13,0,0,"Fear, Envy, Loquacious","しょう, とう",おそ.れる
讍,23,13,0,0,Honest Speech,がく,"わめ.く, あご"
讏,23,13,0,0,,"えい, え",ねごと
讔,24,13,0,0,,"いん, おん",なぞ
讕,24,13,0,0,"Accuse Falsely, Slander, Libel",らん,そし.る
讜,27,13,0,0,"Counsel, Advice, Speak Out",とう,ただしいことば
讞,27,13,0,0,"Decide, Judge, Verdict, Decision","げつ, げち, げん",さば.く
讟,29,13,0,0,"Slander, Utter Evil Words","とく, とう",うら.む
谸,10,13,0,0,,せん,
谹,11,13,0,0,,"こう, おう",ふか.い
谽,14,13,0,0,"Mouth, Opening","かん, こん, けん",
谾,15,13,0,0,,"こう, く, ろう, る",うつろ
豅,23,13,0,0,,"ろう, る",
豇,10,13,0,0,Small Kidney Bean,こう,ささ.げる
豉,11,13,0,0,Fermented Beans,し,みそ
豋,13,13,0,0,Ceremonial Vessel,とう,たかつき
豏,17,13,0,0,Half-grown Beans,"かん, げん",めば.える
豑,20,13,0,0,,"ちつ, じゅち",
豓,27,13,0,0,"Beautiful, Captivating, Plump, Voluptuous",えん,"つや, なま.めかしい, あで.やか, つや.めく, なま.めく"
豔,28,13,0,0,"Plump, Voluptuous, Beautiful",えん,"つや, なま.めかしい, あで.やか, つや.めく, なま.めく"
豗,10,13,0,0,Clamour,か,う.つ
豘,11,13,0,0,Small Pig,とん,ぶた
豛,11,13,0,0,,"えき, やく",いのこ
豝,11,13,0,0,Sow (female Pig),"は, へ",
豙,11,13,0,0,,ぎ,そこ.なう
豣,13,13,0,0,Pig Of 3 Years,けん,いのこ
豤,13,13,0,0,,"こん, けん",か.む
豦,13,13,0,0,"Wild Boar, To Fight","きょ, ご",やめない
豨,14,13,0,0,"Pig, Large Hog","き, け",
豩,14,13,0,0,,"ひん, かん, けん",
豭,16,13,0,0,"Boar, Male Pig","か, け",おすのいのこ
豳,17,13,0,0,(arch.) State During Zhou Dynasty,"ひん, はん, へん",
豵,18,13,0,0,Young Pig,"そう, す, しょう, しゅ",いのこ
豶,20,13,0,0,Castrate Pig,ふん,
豻,10,13,0,0,"Prison, Kind Of Wild Dog",かん,
豾,11,13,0,0,,ひ,こだぬき
貆,13,13,0,0,"Small Badger, Porcupine","かん, けん",むじな
貇,13,13,0,0,,"こん, けん",か.む
貋,14,13,0,0,,かん,
貐,16,13,0,0,,"ゆ, い",けもの
貒,16,13,0,0,,たん,まみ
貓,16,13,0,0,Cat,びょう,ねこ
貙,18,13,0,0,,"ちゅ, ちょ",けもの
貛,25,13,0,0,Badger,"かん, けん",まみだぬき
貜,27,13,0,0,Ape,"きゃく, かく, けき, く, わく",おおざる
貤,10,13,0,0,"Steps, Grade, Strata, Series","い, し",かさ.ねる
貹,12,13,0,0,,"せい, しょう",たから
貺,12,13,0,0,"Give, Grant, Bestow, Surname","きょう, こう",たま.う
賅,13,13,0,0,"Prepared For, Inclusive",かい,た.りる
賆,13,13,0,0,,"へん, へい, ひょう",ます
賉,13,13,0,0,To Give Alms,"しゅつ, しゅち, そつ, そち",うれ.える
賋,13,13,0,0,,こう,あきらか
賏,14,13,0,0,Pearls Or Shells Strung Together,"えい, よう, おう",くびかざり
賖,14,13,0,0,,しゃ,"とお.い, はるか, ゆる.やか, おご.る, おごり"
賕,14,13,0,0,Bribe,"きゅう, く",まいない
賙,15,13,0,0,Give For Charity,"しゅう, しゅ",あた.える
賝,15,13,0,0,Previous,ちん,たから
賡,15,13,0,0,Continue,"ぞく, しょく, こう, きょう","つづ.く, つづ.ける, つぐな.う"
賨,15,13,0,0,Tribute Paid In Cloth By The Tribes In Szechwan And Yunnan Under The Han Dynasty,"そう, ず",みつ.ぐ
賬,15,13,0,0,"Accounts, Bill, Debt, Credit",ちょう,とばり
賯,16,13,0,0,,けい,たから
賰,16,13,0,0,,"しゅん, ちゅん","あつ.い, うごめ.く, と.む"
賲,16,13,0,0,,ほう,"たもつ, こめぐら"
賵,16,13,0,0,Gift,"ふう, ふ, ぼう",おく.る
賷,17,13,0,0,,"せい, さい, し",もた.らす
賸,17,13,0,0,"Leftovers, Residue, Remains","よう, しょう",ます
賾,17,13,0,0,"Abstruse, Deep, Profound","さく, じゃく",おくぶか.い
賿,18,13,0,0,,"ろう, りょう",ぜに
贁,18,13,0,0,"To Defeat, To Spoil Or Be Spoiled, To Corrupt Or Be Corrupted",はい,やぶ.れる
贃,18,13,0,0,"To Earn, To Make A Profit",わん,す.かす
贉,19,13,0,0,"Earnest Money, Silk Label On Boo","たん, どん",てつけ
贒,21,13,0,0,"Virtuous, Worthy, Good, Able",けん,かしこ.い
贗,22,13,0,0,"Counterfeit, False","けん, がん, げん","ただ.しくない, にせ, にせもの"
贛,24,13,0,0,"Jiangxi Province, Places Therein","こう, く, かん, こん",たま.う
赥,11,13,0,0,,"けき, きゃく, こき","あか, あか.い"
赩,13,13,0,0,,"きょく, こく, かく, きゃく",あか
赬,15,13,0,0,Deep Red,"てい, ちょう",あか
赮,16,13,0,0,,"か, げ",あか
赿,12,13,0,0,"Late Slow, Dilatory, Tardy, To Delay, Dull, Stupid","ち, てい",
趂,12,13,0,0,"To Take Advantage Of, To Avail Oneself Of, To Follow, To Go",ちん,
趄,12,13,0,0,"Weak, Lame",しょ,
趈,12,13,0,0,,"たん, けん",
趍,13,13,0,0,,"ち, じ, しゅ, す",ひさ.しい
趐,13,13,0,0,,"けつ, けち",すす.む
趑,13,13,0,0,"Can't Move, To Falter",し,ゆきなや.む
趕,14,13,0,0,"Pursue, Follow, Expel, Drive Away",かん,お.う
趞,15,13,0,0,,"しゃく, さく, せき",ふ.む
趟,15,13,0,0,"Time, Occasion, Take Journey","とう, ちょう, じょう",おど.る
趠,15,13,0,0,,"たく, ちょう",とお.い
趦,16,13,0,0,"Can't Move, To Falter",し,ゆきなや.む
趫,19,13,0,0,Nimble,"きょう, ちょう",すばや.い
趬,19,13,0,0,,きょう,みがるい
趯,20,13,0,0,Jump,"かん, やく",さけ.ぶ
趲,26,13,0,0,"Go In Hurry, Hasten, Urge","さん, そ",ち.る
趵,10,13,0,0,Noise Of Tramping Feet,"はく, ほう, ひょう, さく, しゃく",う.つ
趷,10,13,0,0,To Jolt,"げ, こつ",
趹,11,13,0,0,"Kick With Hoof, Horse's Gallop","けつ, けち, けい, け",はし.る
趻,11,13,0,0,,"ちん, しん, たん, てん",ふらふら.する
跀,11,13,0,0,,"げつ, ぐわち, ごつ, ごち","あしきる, ゆが.む, いびつ"
跅,12,13,0,0,"Careless, Lax, Dissolute","たく, せき, しゃく",ゆる.む
跆,12,13,0,0,Trample,たい,ふ.む
跇,12,13,0,0,,"えい, てい, せい",こ.える
跈,12,13,0,0,,"でん, ねん, せん",ふ.む
跊,12,13,0,0,,"ばい, まい, め",ふ.む
跎,12,13,0,0,"Slip, Stumble, Falter, Vacillate",た,つまず.く
跑,12,13,0,0,"Run, Flee, Leave In Hurry, Trot, Trotting","ほう, びょう, はく","だく, あが.く"
跔,12,13,0,0,,く,かが.む
跕,12,13,0,0,Shuffle,ちょう,ふ.む
跗,12,13,0,0,The Instep,ふ,あしのこう
跙,12,13,0,0,"Weak, Lame","しょ, しゃ, そ",ゆきなや.む
跤,13,13,0,0,"Stumble, Fall Down, Wrestle","こう, きょう",すね
跥,13,13,0,0,Stamp Feet,た,ゆ.く
跧,13,13,0,0,Crouch,"せん, しゅん, そん",け.る
跬,13,13,0,0,"To Step, Stride Equal To Half A Pace","き, かい, け",ひとあし
跰,13,13,0,0,,"ほう, へい, へん",したが.う
趼,13,13,0,0,"Callous Skin On Hands Or Feet, Blisters",けん,つまだ.つ
跱,13,13,0,0,Stop,"ち, じ",とど.まる
跲,13,13,0,0,"Hood, Cowl, Turban, Stumble","こう, きょう, きゅう",つまず.く
跴,13,13,0,0,"Step On, Tread On, Search For",さい,お.う
跽,14,13,0,0,,き,ひざまずく
踁,14,13,0,0,,けい,"すね, は.ぎ"
踄,14,13,0,0,,"はく, ほ, ぶ",ふ.む
踅,14,13,0,0,,"てい, せつ, ぜち",けんけん
踆,14,13,0,0,Squat,"しゅん, そん",しりぞ.く
踋,14,13,0,0,"The Foot Or Feet, Cast Of A Play","きゃく, きゃ, かく",あし
踑,15,13,0,0,,き,あしあと
踔,15,13,0,0,"To Get Ahead, To Stride, To Excel","とう, ちょう","たく, ふ.む"
踖,15,13,0,0,"Trample On, Tread On, Walk On","せき, しゃく, さく",ふ.む
踠,15,13,0,0,"Write, Struggle, Be Impatient","えん, おん, わ","かが.む, もが.く"
踡,15,13,0,0,"Curled, Coiled",けん,かが.む
踢,15,13,0,0,Kick,"てき, ちゃく, しゃく",け.る
踣,15,13,0,0,To Stumble And Fall Prone Stiff In Death,"ほく, ほう, はい",たお.れる
踦,15,13,0,0,"The Shin, To Pierce, To Touch",き,かたあし
踧,15,13,0,0,"Uneasiness, Nervousness, Level","しゅく, てき, じゃく",いきやすい
